trip,stop,timestamp,delay,variant,status
2869835,14825,2022-04-08 15:23:01,1,T201R12,REALTIME
2869835,14827,2022-04-08 15:26:17,17,T201R12,REALTIME
2869835,2005,2022-04-08 15:56:00,None,T201R12,SCHEDULED
2869835,2007,2022-04-08 15:57:00,None,T201R12,SCHEDULED
2869835,14821,2022-04-08 15:28:38,38,T201R12,REALTIME
2869835,14819,2022-04-08 15:29:00,None,T201R12,SCHEDULED
2869835,14818,2022-04-08 15:30:26,26,T201R12,REALTIME
2869835,14815,2022-04-08 15:31:15,15,T201R12,REALTIME
2869835,14547,2022-04-08 15:32:14,14,T201R12,REALTIME
2869835,14546,2022-04-08 15:34:00,None,T201R12,SCHEDULED
2869835,14540,2022-04-08 15:36:48,48,T201R12,REALTIME
2869835,14538,2022-04-08 15:37:00,None,T201R12,SCHEDULED
2869835,14536,2022-04-08 15:39:00,None,T201R12,SCHEDULED
2873737,14825,2022-04-08 15:43:01,1,T201R12,REALTIME
2869835,2150,2022-04-08 15:43:14,74,T201R12,REALTIME
2869835,2148,2022-04-08 15:44:09,69,T201R12,REALTIME
2869835,2146,2022-04-08 15:45:06,66,T201R12,REALTIME
2869835,2144,2022-04-08 15:45:54,54,T201R12,REALTIME
2873737,14827,2022-04-08 15:46:00,None,T201R12,SCHEDULED
2869835,2142,2022-04-08 15:46:57,57,T201R12,REALTIME
2869835,2140,2022-04-08 15:48:20,20,T201R12,REALTIME
2873737,14821,2022-04-08 15:48:58,58,T201R12,REALTIME
2873737,14819,2022-04-08 15:49:06,6,T201R12,REALTIME
2873737,2009,2022-04-08 16:18:13,13,T201R12,REALTIME
2873737,2005,2022-04-08 16:16:00,None,T201R12,SCHEDULED
2873737,2007,2022-04-08 16:17:00,None,T201R12,SCHEDULED
2873737,14818,2022-04-08 15:50:50,50,T201R12,REALTIME
2873737,14815,2022-04-08 15:51:29,29,T201R12,REALTIME
2869835,2138,2022-04-08 15:53:07,127,T201R12,REALTIME
2873737,14547,2022-04-08 15:52:25,25,T201R12,REALTIME
2873737,2011,2022-04-08 16:20:00,None,T201R12,SCHEDULED
2869835,2001,2022-04-08 15:53:44,44,T201R12,REALTIME
2873737,14546,2022-04-08 15:54:09,9,T201R12,REALTIME
2873737,14540,2022-04-08 15:56:51,51,T201R12,REALTIME
2873737,14538,2022-04-08 15:57:52,52,T201R12,REALTIME
2869835,2009,2022-04-08 15:58:00,None,T201R12,SCHEDULED
2873737,14536,2022-04-08 15:59:31,31,T201R12,REALTIME
2869835,2011,2022-04-08 16:00:00,None,T201R12,SCHEDULED
2869835,2015,2022-04-08 16:01:34,-26,T201R12,REALTIME
2873737,2150,2022-04-08 16:02:52,52,T201R12,REALTIME
2869278,14825,2022-04-08 16:03:00,None,T201R12,SCHEDULED
2873737,2148,2022-04-08 16:03:46,46,T201R12,REALTIME
2869835,2017,2022-04-08 16:03:43,43,T201R12,REALTIME
2873737,2146,2022-04-08 16:04:38,38,T201R12,REALTIME
2869835,2019,2022-04-08 16:05:32,32,T201R12,REALTIME
2869278,14827,2022-04-08 16:06:00,None,T201R12,SCHEDULED
2873737,2144,2022-04-08 16:06:01,61,T201R12,REALTIME
2873737,2142,2022-04-08 16:06:36,36,T201R12,REALTIME
2869278,2007,2022-04-08 16:39:22,142,T201R12,REALTIME
2869835,2021,2022-04-08 16:07:13,13,T201R12,REALTIME
2869835,2023,2022-04-08 16:08:54,54,T201R12,REALTIME
2869278,14821,2022-04-08 16:08:48,48,T201R12,REALTIME
2869278,14819,2022-04-08 16:08:56,-3,T201R12,REALTIME
2873737,2140,2022-04-08 16:09:19,79,T201R12,REALTIME
2869278,14818,2022-04-08 16:10:49,49,T201R12,REALTIME
2869835,2025,2022-04-08 16:10:44,44,T201R12,REALTIME
2869278,14815,2022-04-08 16:12:07,67,T201R12,REALTIME
2873737,2138,2022-04-08 16:11:30,30,T201R12,REALTIME
2869278,14547,2022-04-08 16:12:28,28,T201R12,REALTIME
2869835,2027,2022-04-08 16:12:22,22,T201R12,REALTIME
2873737,2001,2022-04-08 16:13:48,48,T201R12,REALTIME
2869835,2029,2022-04-08 16:13:36,36,T201R12,REALTIME
2869278,14546,2022-04-08 16:14:13,13,T201R12,REALTIME
2869835,2031,2022-04-08 16:14:51,51,T201R12,REALTIME
2869835,2033,2022-04-08 16:15:59,59,T201R12,REALTIME
2869278,14540,2022-04-08 16:16:55,55,T201R12,REALTIME
2869835,2035,2022-04-08 16:17:33,33,T201R12,REALTIME
