trip,stopId,stopName,timestamp,delay,variant,status
2944739,14825,2022-04-11 21:42:00,None,T201R12,SCHEDULED
2944739,14827,2022-04-11 21:45:00,None,T201R12,SCHEDULED
2944739,14821,2022-04-11 21:47:00,None,T201R12,SCHEDULED
2944739,14819,2022-04-11 21:48:00,None,T201R12,SCHEDULED
2944739,14818,2022-04-11 21:49:00,None,T201R12,SCHEDULED
2944739,14815,2022-04-11 21:50:00,None,T201R12,SCHEDULED
2944739,14547,2022-04-11 21:51:00,None,T201R12,SCHEDULED
2944739,14546,2022-04-11 21:53:00,None,T201R12,SCHEDULED
2944739,14540,2022-04-11 21:55:00,None,T201R12,SCHEDULED
2944739,14538,2022-04-11 21:56:00,None,T201R12,SCHEDULED
2944266,14536,2022-04-11 21:28:30,30,T201R12,REALTIME
2944266,2150,2022-04-11 21:31:55,55,T201R12,REALTIME
2944266,2148,2022-04-11 21:32:42,42,T201R12,REALTIME
2944266,2146,2022-04-11 21:33:28,28,T201R12,REALTIME
2944266,2144,2022-04-11 21:34:27,27,T201R12,REALTIME
2944266,2142,2022-04-11 21:35:15,15,T201R12,REALTIME
2944266,2140,2022-04-11 21:36:48,-11,T201R12,REALTIME
2944266,2138,2022-04-11 21:40:33,33,T201R12,REALTIME
2944266,2001,2022-04-11 21:41:38,-21,T201R12,REALTIME
2944266,2005,2022-04-11 21:43:50,-69,T201R12,REALTIME
2944266,2007,2022-04-11 21:44:30,-89,T201R12,REALTIME
2944266,2009,2022-04-11 21:45:34,-85,T201R12,REALTIME
2944266,2011,2022-04-11 21:46:49,-130,T201R12,REALTIME
2944266,2015,2022-04-11 21:48:55,-124,T201R12,REALTIME
2944266,2017,2022-04-11 21:49:26,-153,T201R12,REALTIME
2944266,2019,2022-04-11 21:51:05,-174,T201R12,REALTIME
2944266,2021,2022-04-11 21:52:43,-196,T201R12,REALTIME
2944266,2023,2022-04-11 21:54:09,-170,T201R12,REALTIME
2944266,2025,2022-04-11 21:55:28,-211,T201R12,REALTIME
2944266,2027,2022-04-11 21:57:29,-210,T201R12,REALTIME
2944266,2029,2022-04-11 21:58:32,-207,T201R12,REALTIME
2944266,2031,2022-04-11 22:03:00,None,T201R12,SCHEDULED
2944266,2033,2022-04-11 22:04:00,None,T201R12,SCHEDULED
2944266,2035,2022-04-11 22:06:00,None,T201R12,SCHEDULED
2944266,2037,2022-04-11 22:07:00,None,T201R12,SCHEDULED
2944266,2039,2022-04-11 22:08:00,None,T201R12,SCHEDULED
2944266,2041,2022-04-11 22:09:00,None,T201R12,SCHEDULED
2944266,2043,2022-04-11 22:10:00,None,T201R12,SCHEDULED
2944266,202,2022-04-11 22:12:00,None,T201R12,SCHEDULED
2944739,14536,2022-04-11 21:58:00,None,T201R12,SCHEDULED
2944739,2150,2022-04-11 22:01:00,None,T201R12,SCHEDULED
2944739,2148,2022-04-11 22:02:00,None,T201R12,SCHEDULED
2944739,2146,2022-04-11 22:03:00,None,T201R12,SCHEDULED
2944739,2144,2022-04-11 22:04:00,None,T201R12,SCHEDULED
2944739,2142,2022-04-11 22:05:00,None,T201R12,SCHEDULED
2944739,2140,2022-04-11 22:07:00,None,T201R12,SCHEDULED
2944739,2138,2022-04-11 22:10:00,None,T201R12,SCHEDULED
2944739,2001,2022-04-11 22:12:00,None,T201R12,SCHEDULED
2944739,2005,2022-04-11 22:15:00,None,T201R12,SCHEDULED
2944739,2007,2022-04-11 22:16:00,None,T201R12,SCHEDULED
2944739,2009,2022-04-11 22:17:00,None,T201R12,SCHEDULED
2944739,2011,2022-04-11 22:19:00,None,T201R12,SCHEDULED
2944739,2015,2022-04-11 22:21:00,None,T201R12,SCHEDULED
2944739,2017,2022-04-11 22:22:00,None,T201R12,SCHEDULED
2944739,2019,2022-04-11 22:24:00,None,T201R12,SCHEDULED
2944739,2021,2022-04-11 22:26:00,None,T201R12,SCHEDULED
2944739,2023,2022-04-11 22:27:00,None,T201R12,SCHEDULED
2944739,2025,2022-04-11 22:29:00,None,T201R12,SCHEDULED
2944739,2027,2022-04-11 22:31:00,None,T201R12,SCHEDULED
2944739,2029,2022-04-11 22:32:00,None,T201R12,SCHEDULED
2944739,2031,2022-04-11 22:33:00,None,T201R12,SCHEDULED
2944739,2033,2022-04-11 22:34:00,None,T201R12,SCHEDULED
2944739,2035,2022-04-11 22:36:00,None,T201R12,SCHEDULED
2944739,2037,2022-04-11 22:37:00,None,T201R12,SCHEDULED
2944739,2039,2022-04-11 22:38:00,None,T201R12,SCHEDULED
2944739,2041,2022-04-11 22:39:00,None,T201R12,SCHEDULED
2944739,2043,2022-04-11 22:40:00,None,T201R12,SCHEDULED
2944739,202,2022-04-11 22:42:00,None,T201R12,SCHEDULED
