trip,stop,timestamp,delay,variant,status
2867241,2046,2022-04-08 15:10:20,80,T202R12,REALTIME
2867241,2010,2022-04-08 15:35:35,95,T202R12,REALTIME
2867241,2008,2022-04-08 15:36:31,91,T202R12,REALTIME
2867241,2044,2022-04-08 15:11:00,None,T202R12,SCHEDULED
2867241,2042,2022-04-08 15:12:41,41,T202R12,REALTIME
2867241,2040,2022-04-08 15:13:44,44,T202R12,REALTIME
2867241,2038,2022-04-08 15:14:55,55,T202R12,REALTIME
2867241,2036,2022-04-08 15:16:09,69,T202R12,REALTIME
2867241,2034,2022-04-08 15:17:44,44,T202R12,REALTIME
2867241,2030,2022-04-08 15:19:00,None,T202R12,SCHEDULED
2867241,2028,2022-04-08 15:20:24,24,T202R12,REALTIME
2867241,2002,2022-04-08 15:41:11,191,T202R12,REALTIME
2867241,2026,2022-04-08 15:22:05,5,T202R12,REALTIME
2867241,2024,2022-04-08 15:24:20,20,T202R12,REALTIME
2867241,2022,2022-04-08 15:26:00,None,T202R12,SCHEDULED
2867241,2020,2022-04-08 15:27:45,45,T202R12,REALTIME
2867241,2018,2022-04-08 15:29:00,None,T202R12,SCHEDULED
2870526,2046,2022-04-08 15:30:24,84,T202R12,REALTIME
2867241,2016,2022-04-08 15:30:00,None,T202R12,SCHEDULED
2870526,2044,2022-04-08 15:31:25,25,T202R12,REALTIME
2870526,2042,2022-04-08 15:32:17,17,T202R12,REALTIME
2867241,2014,2022-04-08 15:32:00,None,T202R12,SCHEDULED
2870526,2040,2022-04-08 15:33:25,25,T202R12,REALTIME
2870526,2038,2022-04-08 15:34:35,35,T202R12,REALTIME
2867241,2012,2022-04-08 15:35:17,137,T202R12,REALTIME
2870526,2036,2022-04-08 15:35:45,45,T202R12,REALTIME
2870526,2034,2022-04-08 15:37:00,None,T202R12,SCHEDULED
2867241,2006,2022-04-08 15:37:31,91,T202R12,REALTIME
2870526,2030,2022-04-08 15:39:00,None,T202R12,SCHEDULED
2870526,2028,2022-04-08 15:40:07,7,T202R12,REALTIME
2870526,2026,2022-04-08 15:41:55,-5,T202R12,REALTIME
2870526,2024,2022-04-08 15:44:01,1,T202R12,REALTIME
2867241,2137,2022-04-08 15:45:01,241,T202R12,REALTIME
2870526,2022,2022-04-08 15:46:00,None,T202R12,SCHEDULED
2867241,2139,2022-04-08 15:47:14,194,T202R12,REALTIME
2870526,2020,2022-04-08 15:47:00,None,T202R12,SCHEDULED
2867241,2141,2022-04-08 15:48:45,165,T202R12,REALTIME
2870526,2018,2022-04-08 15:49:00,None,T202R12,SCHEDULED
2867241,2143,2022-04-08 15:49:45,165,T202R12,REALTIME
2870526,2016,2022-04-08 15:50:00,None,T202R12,SCHEDULED
2867241,2145,2022-04-08 15:50:51,171,T202R12,REALTIME
