trip,stopId,stopName,timestamp,delay,variant,status
2935958,2046,2022-04-11 21:50:22,22,T202R12,REALTIME
2935958,2044,2022-04-11 21:51:32,-27,T202R12,REALTIME
2935958,2042,2022-04-11 21:52:36,-23,T202R12,REALTIME
2935958,2040,2022-04-11 21:53:18,-41,T202R12,REALTIME
2935958,2038,2022-04-11 21:54:11,-48,T202R12,REALTIME
2935958,2036,2022-04-11 21:54:55,-64,T202R12,REALTIME
2935958,2034,2022-04-11 21:56:23,-96,T202R12,REALTIME
2942344,2030,2022-04-11 21:29:05,-54,T202R12,REALTIME
2937419,2030,2022-04-11 22:30:00,None,T202R12,SCHEDULED
2942344,2028,2022-04-11 21:30:17,-42,T202R12,REALTIME
2937419,2028,2022-04-11 22:31:00,None,T202R12,SCHEDULED
2942344,2026,2022-04-11 21:31:47,-72,T202R12,REALTIME
2937419,2026,2022-04-11 22:33:00,None,T202R12,SCHEDULED
2942344,2024,2022-04-11 21:33:05,-114,T202R12,REALTIME
2937419,2024,2022-04-11 22:35:00,None,T202R12,SCHEDULED
2942344,2022,2022-04-11 21:34:53,-126,T202R12,REALTIME
2937419,2022,2022-04-11 22:37:00,None,T202R12,SCHEDULED
2942344,2020,2022-04-11 21:36:08,-111,T202R12,REALTIME
2937419,2020,2022-04-11 22:38:00,None,T202R12,SCHEDULED
2942344,2018,2022-04-11 21:37:33,-146,T202R12,REALTIME
2937419,2018,2022-04-11 22:40:00,None,T202R12,SCHEDULED
2942344,2016,2022-04-11 21:38:35,-144,T202R12,REALTIME
2937419,2016,2022-04-11 22:41:00,None,T202R12,SCHEDULED
2942344,2014,2022-04-11 21:40:04,-175,T202R12,REALTIME
2937419,2014,2022-04-11 22:43:00,None,T202R12,SCHEDULED
2942344,2012,2022-04-11 21:41:11,-168,T202R12,REALTIME
2937419,2012,2022-04-11 22:44:00,None,T202R12,SCHEDULED
2942344,2010,2022-04-11 21:41:46,-193,T202R12,REALTIME
2937419,2010,2022-04-11 22:45:00,None,T202R12,SCHEDULED
