trip,stop,timestamp,delay,variant,status
2864483,14827,2022-04-08 15:16:22,22,T211R12,REALTIME
2864483,14821,2022-04-08 15:19:06,66,T211R12,REALTIME
2864483,14819,2022-04-08 15:20:05,65,T211R12,REALTIME
2864483,14818,2022-04-08 15:21:02,62,T211R12,REALTIME
2864483,14815,2022-04-08 15:22:20,80,T211R12,REALTIME
2864483,14547,2022-04-08 15:23:15,75,T211R12,REALTIME
2864483,14546,2022-04-08 15:24:10,10,T211R12,REALTIME
2864483,2001,2022-04-08 15:45:54,174,T211R12,REALTIME
2864483,2005,2022-04-08 15:48:00,120,T211R12,REALTIME
2864483,2007,2022-04-08 15:49:00,120,T211R12,REALTIME
2864483,2009,2022-04-08 15:49:41,101,T211R12,REALTIME
2864483,14540,2022-04-08 15:26:27,27,T211R12,REALTIME
2864483,14538,2022-04-08 15:27:24,24,T211R12,REALTIME
2864483,14536,2022-04-08 15:29:00,None,T211R12,SCHEDULED
2864483,2150,2022-04-08 15:32:51,51,T211R12,REALTIME
2864483,2148,2022-04-08 15:33:53,53,T211R12,REALTIME
2864483,2146,2022-04-08 15:35:24,84,T211R12,REALTIME
2871136,14827,2022-04-08 15:36:00,None,T211R12,SCHEDULED
2864483,2144,2022-04-08 15:36:59,119,T211R12,REALTIME
2864483,2142,2022-04-08 15:37:25,85,T211R12,REALTIME
2871136,14821,2022-04-08 15:39:01,61,T211R12,REALTIME
2871136,14819,2022-04-08 15:39:02,2,T211R12,REALTIME
2864483,2140,2022-04-08 15:40:00,120,T211R12,REALTIME
2871136,14818,2022-04-08 15:40:18,18,T211R12,REALTIME
2871136,2005,2022-04-08 16:06:33,33,T211R12,REALTIME
2871136,2007,2022-04-08 16:07:38,38,T211R12,REALTIME
2871136,14815,2022-04-08 15:41:00,None,T211R12,SCHEDULED
2871136,14547,2022-04-08 15:42:00,None,T211R12,SCHEDULED
2871136,2009,2022-04-08 16:08:56,56,T211R12,REALTIME
2864483,2138,2022-04-08 15:43:09,129,T211R12,REALTIME
2871136,14546,2022-04-08 15:44:00,None,T211R12,SCHEDULED
2871136,14540,2022-04-08 15:46:59,59,T211R12,REALTIME
2871136,14538,2022-04-08 15:47:10,10,T211R12,REALTIME
2871136,14536,2022-04-08 15:49:05,5,T211R12,REALTIME
2864483,2011,2022-04-08 15:51:52,112,T211R12,REALTIME
2871136,2150,2022-04-08 15:52:38,38,T211R12,REALTIME
2871136,2148,2022-04-08 15:53:30,30,T211R12,REALTIME
2864483,2015,2022-04-08 15:54:16,136,T211R12,REALTIME
2871136,2146,2022-04-08 15:54:28,28,T211R12,REALTIME
2864483,2017,2022-04-08 15:54:37,97,T211R12,REALTIME
