trip,stop,timestamp,delay,variant,status
2866940,2012,2022-04-08 16:03:25,25,T212R12,REALTIME
2862845,2040,2022-04-08 16:03:42,42,T212R12,REALTIME
2866940,2010,2022-04-08 16:04:22,22,T212R12,REALTIME
2869605,14535,2022-04-08 16:04:00,None,T212R12,SCHEDULED
2869605,14537,2022-04-08 16:05:10,10,T212R12,REALTIME
2862845,2038,2022-04-08 16:05:34,94,T212R12,REALTIME
2866940,2008,2022-04-08 16:05:19,19,T212R12,REALTIME
2862845,2036,2022-04-08 16:05:57,57,T212R12,REALTIME
2866940,2006,2022-04-08 16:06:43,43,T212R12,REALTIME
2862845,2034,2022-04-08 16:08:06,66,T212R12,REALTIME
2869605,14539,2022-04-08 16:09:15,135,T212R12,REALTIME
2862845,2030,2022-04-08 16:09:37,37,T212R12,REALTIME
2866940,2002,2022-04-08 16:10:39,159,T212R12,REALTIME
2869605,14545,2022-04-08 16:10:10,70,T212R12,REALTIME
2862845,2028,2022-04-08 16:11:12,72,T212R12,REALTIME
2869605,14587,2022-04-08 16:11:20,80,T212R12,REALTIME
2862845,2026,2022-04-08 16:13:33,93,T212R12,REALTIME
2869605,14816,2022-04-08 16:12:38,98,T212R12,REALTIME
2866940,2137,2022-04-08 16:13:22,142,T212R12,REALTIME
2869605,14817,2022-04-08 16:13:13,73,T212R12,REALTIME
2862845,2024,2022-04-08 16:14:00,None,T212R12,SCHEDULED
2869605,14820,2022-04-08 16:14:51,111,T212R12,REALTIME
2869605,14822,2022-04-08 16:15:47,107,T212R12,REALTIME
2866940,2139,2022-04-08 16:15:58,118,T212R12,REALTIME
2862845,2022,2022-04-08 16:16:00,None,T212R12,SCHEDULED
2866940,2141,2022-04-08 16:17:17,77,T212R12,REALTIME
2862845,2020,2022-04-08 16:18:18,78,T212R12,REALTIME
2864484,202,2022-04-08 16:18:00,None,T212R12,SCHEDULED
2866940,2143,2022-04-08 16:18:21,81,T212R12,REALTIME
2869605,14829,2022-04-08 16:19:10,130,T212R12,REALTIME
2864484,2046,2022-04-08 16:19:00,None,T212R12,SCHEDULED
2862845,2018,2022-04-08 16:19:23,23,T212R12,REALTIME
2866940,2145,2022-04-08 16:19:32,92,T212R12,REALTIME
2862845,2016,2022-04-08 16:20:34,34,T212R12,REALTIME
2866940,2147,2022-04-08 16:20:38,98,T212R12,REALTIME
2864484,2044,2022-04-08 16:21:00,None,T212R12,SCHEDULED
2864484,2042,2022-04-08 16:22:00,None,T212R12,SCHEDULED
2862845,2014,2022-04-08 16:22:00,None,T212R12,SCHEDULED
2866940,2149,2022-04-08 16:22:26,86,T212R12,REALTIME
2864484,2040,2022-04-08 16:23:00,None,T212R12,SCHEDULED
2864484,2038,2022-04-08 16:24:00,None,T212R12,SCHEDULED
2862845,2012,2022-04-08 16:24:50,110,T212R12,REALTIME
2864484,2036,2022-04-08 16:24:54,-5,T212R12,REALTIME
2862845,2010,2022-04-08 16:25:38,98,T212R12,REALTIME
2866940,14535,2022-04-08 16:26:26,146,T212R12,REALTIME
2864484,2034,2022-04-08 16:27:00,None,T212R12,SCHEDULED
2866940,14537,2022-04-08 16:28:30,210,T212R12,REALTIME
2864484,2030,2022-04-08 16:28:59,0,T212R12,REALTIME
2864484,2028,2022-04-08 16:30:02,2,T212R12,REALTIME
2866940,14539,2022-04-08 16:31:04,244,T212R12,REALTIME
2862845,2002,2022-04-08 16:30:44,164,T212R12,REALTIME
2864484,2026,2022-04-08 16:31:52,-8,T212R12,REALTIME
2866940,14545,2022-04-08 16:32:29,209,T212R12,REALTIME
2866940,14587,2022-04-08 16:33:37,217,T212R12,REALTIME
2864484,2024,2022-04-08 16:34:00,None,T212R12,SCHEDULED
2866940,14816,2022-04-08 16:34:23,203,T212R12,REALTIME
2862845,2137,2022-04-08 16:35:44,284,T212R12,REALTIME
2866940,14817,2022-04-08 16:35:31,211,T212R12,REALTIME
2864484,2022,2022-04-08 16:36:17,17,T212R12,REALTIME
2866940,14820,2022-04-08 16:36:40,220,T212R12,REALTIME
2864484,2020,2022-04-08 16:38:27,87,T212R12,REALTIME
2866940,14822,2022-04-08 16:38:03,243,T212R12,REALTIME
2871137,202,2022-04-08 16:38:00,None,T212R12,SCHEDULED
2862845,2139,2022-04-08 16:38:24,264,T212R12,REALTIME
2864484,2018,2022-04-08 16:39:18,18,T212R12,REALTIME
2862845,2141,2022-04-08 16:39:39,219,T212R12,REALTIME
2871137,2046,2022-04-08 16:39:00,None,T212R12,SCHEDULED
2864484,2016,2022-04-08 16:40:28,28,T212R12,REALTIME
2862845,2143,2022-04-08 16:40:44,224,T212R12,REALTIME
2871137,2044,2022-04-08 16:41:00,None,T212R12,SCHEDULED
2862845,2145,2022-04-08 16:41:23,203,T212R12,REALTIME
2866940,14829,2022-04-08 16:41:35,275,T212R12,REALTIME
2871137,2042,2022-04-08 16:42:37,37,T212R12,REALTIME
2864484,2014,2022-04-08 16:42:00,None,T212R12,SCHEDULED
2862845,2147,2022-04-08 16:42:33,213,T212R12,REALTIME
2864484,2012,2022-04-08 16:43:28,28,T212R12,REALTIME
2871137,2040,2022-04-08 16:43:17,17,T212R12,REALTIME
2862845,2149,2022-04-08 16:43:58,178,T212R12,REALTIME
2871137,2038,2022-04-08 16:44:32,32,T212R12,REALTIME
2864484,2010,2022-04-08 16:44:11,11,T212R12,REALTIME
2864484,2008,2022-04-08 16:45:13,13,T212R12,REALTIME
2871137,2036,2022-04-08 16:45:24,24,T212R12,REALTIME
2871137,2034,2022-04-08 16:47:00,None,T212R12,SCHEDULED
2864484,2006,2022-04-08 16:47:31,91,T212R12,REALTIME
2862845,14535,2022-04-08 16:48:10,250,T212R12,REALTIME
2871137,2030,2022-04-08 16:49:02,2,T212R12,REALTIME
2862845,14537,2022-04-08 16:49:16,256,T212R12,REALTIME
2871137,2028,2022-04-08 16:50:00,None,T212R12,SCHEDULED
2864484,2002,2022-04-08 16:50:33,153,T212R12,REALTIME
2871137,2026,2022-04-08 16:52:45,45,T212R12,REALTIME
2862845,14539,2022-04-08 16:52:50,350,T212R12,REALTIME
2871137,2024,2022-04-08 16:54:14,14,T212R12,REALTIME
2862845,14545,2022-04-08 16:54:12,312,T212R12,REALTIME
2864484,2137,2022-04-08 16:55:15,255,T212R12,REALTIME
2862845,14587,2022-04-08 16:55:58,358,T212R12,REALTIME
2871137,2022,2022-04-08 16:56:50,50,T212R12,REALTIME
2862845,14816,2022-04-08 16:56:46,346,T212R12,REALTIME
2862845,14817,2022-04-08 16:57:21,321,T212R12,REALTIME
2871137,2020,2022-04-08 16:58:33,93,T212R12,REALTIME
2871538,202,2022-04-08 16:58:00,None,T212R12,SCHEDULED
2862845,14820,2022-04-08 16:58:31,331,T212R12,REALTIME
2864484,2139,2022-04-08 16:59:02,302,T212R12,REALTIME
2862845,14822,2022-04-08 16:59:56,356,T212R12,REALTIME
2871538,2046,2022-04-08 17:00:17,77,T212R12,REALTIME
2871137,2018,2022-04-08 17:00:01,61,T212R12,REALTIME
2864484,2141,2022-04-08 17:00:50,290,T212R12,REALTIME
2871538,2044,2022-04-08 17:01:46,46,T212R12,REALTIME
2871137,2016,2022-04-08 17:01:33,93,T212R12,REALTIME
2864484,2143,2022-04-08 17:01:23,263,T212R12,REALTIME
2862845,14829,2022-04-08 17:02:12,312,T212R12,REALTIME
2871538,2042,2022-04-08 17:02:41,41,T212R12,REALTIME
2871137,2014,2022-04-08 17:02:00,None,T212R12,SCHEDULED
2864484,2145,2022-04-08 17:02:35,275,T212R12,REALTIME
2871538,2040,2022-04-08 17:03:30,30,T212R12,REALTIME
2871137,2012,2022-04-08 17:04:00,60,T212R12,REALTIME
2864484,2147,2022-04-08 17:03:45,285,T212R12,REALTIME
2871137,2010,2022-04-08 17:04:22,22,T212R12,REALTIME
2871538,2038,2022-04-08 17:04:49,49,T212R12,REALTIME
2864484,2149,2022-04-08 17:05:07,247,T212R12,REALTIME
2871137,2008,2022-04-08 17:05:16,16,T212R12,REALTIME
2871538,2036,2022-04-08 17:06:07,67,T212R12,REALTIME
2871137,2006,2022-04-08 17:06:22,22,T212R12,REALTIME
2864484,14535,2022-04-08 17:07:50,230,T212R12,REALTIME
2871538,2034,2022-04-08 17:08:28,88,T212R12,REALTIME
2864484,14537,2022-04-08 17:08:39,219,T212R12,REALTIME
2871538,2030,2022-04-08 17:09:29,29,T212R12,REALTIME
2871137,2002,2022-04-08 17:09:37,97,T212R12,REALTIME
2864484,14539,2022-04-08 17:10:58,238,T212R12,REALTIME
2871538,2028,2022-04-08 17:11:04,64,T212R12,REALTIME
2871137,2137,2022-04-08 17:12:34,94,T212R12,REALTIME
2864484,14545,2022-04-08 17:12:13,193,T212R12,REALTIME
2871538,2026,2022-04-08 17:13:57,117,T212R12,REALTIME
2864484,14587,2022-04-08 17:14:12,252,T212R12,REALTIME
2871538,2024,2022-04-08 17:14:53,53,T212R12,REALTIME
2871137,2139,2022-04-08 17:14:45,45,T212R12,REALTIME
2864484,14816,2022-04-08 17:15:19,259,T212R12,REALTIME
2864484,14817,2022-04-08 17:16:03,243,T212R12,REALTIME
2871538,2022,2022-04-08 17:17:02,62,T212R12,REALTIME
2871137,2141,2022-04-08 17:16:28,28,T212R12,REALTIME
2864484,14820,2022-04-08 17:17:11,251,T212R12,REALTIME
2871538,2020,2022-04-08 17:18:55,115,T212R12,REALTIME
2871137,2143,2022-04-08 17:18:14,74,T212R12,REALTIME
2864484,14822,2022-04-08 17:18:37,277,T212R12,REALTIME
2871137,2145,2022-04-08 17:19:26,86,T212R12,REALTIME
2871538,2018,2022-04-08 17:19:46,46,T212R12,REALTIME
2871137,2147,2022-04-08 17:21:07,127,T212R12,REALTIME
2864484,14829,2022-04-08 17:21:21,261,T212R12,REALTIME
2871538,2016,2022-04-08 17:21:29,89,T212R12,REALTIME
2871137,2149,2022-04-08 17:22:26,86,T212R12,REALTIME
2871538,2014,2022-04-08 17:23:57,117,T212R12,REALTIME
2871137,14535,2022-04-08 17:24:43,43,T212R12,REALTIME
2871538,2012,2022-04-08 17:25:31,151,T212R12,REALTIME
2871538,2010,2022-04-08 17:25:27,87,T212R12,REALTIME
2871137,14537,2022-04-08 17:26:22,82,T212R12,REALTIME
2871538,2008,2022-04-08 17:27:16,136,T212R12,REALTIME
2871538,2006,2022-04-08 17:28:32,152,T212R12,REALTIME
2871137,14539,2022-04-08 17:29:17,137,T212R12,REALTIME
2871137,14545,2022-04-08 17:30:09,69,T212R12,REALTIME
2871137,14587,2022-04-08 17:31:28,88,T212R12,REALTIME
2871538,2002,2022-04-08 17:31:46,226,T212R12,REALTIME
2871137,14816,2022-04-08 17:33:09,129,T212R12,REALTIME
2871137,14817,2022-04-08 17:33:46,106,T212R12,REALTIME
2871538,2137,2022-04-08 17:34:24,204,T212R12,REALTIME
2871137,14820,2022-04-08 17:34:53,113,T212R12,REALTIME
2871137,14822,2022-04-08 17:36:02,122,T212R12,REALTIME
2871538,2139,2022-04-08 17:37:08,188,T212R12,REALTIME
2871538,2141,2022-04-08 17:38:49,169,T212R12,REALTIME
2871137,14829,2022-04-08 17:39:01,121,T212R12,REALTIME
2871538,2143,2022-04-08 17:40:31,211,T212R12,REALTIME
2871538,2145,2022-04-08 17:41:38,218,T212R12,REALTIME
2871538,2147,2022-04-08 17:43:27,267,T212R12,REALTIME
2871538,2149,2022-04-08 17:45:16,256,T212R12,REALTIME
2871538,14535,2022-04-08 17:49:11,311,T212R12,REALTIME
2871538,14537,2022-04-08 17:50:30,330,T212R12,REALTIME
2871538,14539,2022-04-08 17:52:28,328,T212R12,REALTIME
2871538,14545,2022-04-08 17:54:06,306,T212R12,REALTIME
2871538,14587,2022-04-08 17:56:37,397,T212R12,REALTIME
2871538,14816,2022-04-08 17:57:08,368,T212R12,REALTIME
2871538,14817,2022-04-08 17:58:15,375,T212R12,REALTIME
2871538,14820,2022-04-08 17:59:23,383,T212R12,REALTIME
2871538,14822,2022-04-08 18:00:06,366,T212R12,REALTIME
2871538,14829,2022-04-08 18:03:33,393,T212R12,REALTIME
