trip,stop,timestamp,delay,variant,status
2910720,14825,2022-04-10 19:19:06,6,T201R12,REALTIME
2910720,14827,2022-04-10 19:22:20,20,T201R12,REALTIME
2910720,14821,2022-04-10 19:25:37,97,T201R12,REALTIME
2910720,14819,2022-04-10 19:25:33,33,T201R12,REALTIME
2910720,14818,2022-04-10 19:27:00,60,T201R12,REALTIME
2910720,14815,2022-04-10 19:28:54,114,T201R12,REALTIME
2910720,14547,2022-04-10 19:29:28,88,T201R12,REALTIME
2910720,14546,2022-04-10 19:31:08,68,T201R12,REALTIME
2910720,14540,2022-04-10 19:33:56,116,T201R12,REALTIME
2910720,14538,2022-04-10 19:34:54,114,T201R12,REALTIME
2910720,14536,2022-04-10 19:36:27,87,T201R12,REALTIME
2910720,2150,2022-04-10 19:39:55,115,T201R12,REALTIME
2913644,14825,2022-04-10 19:39:03,3,T201R12,REALTIME
2910720,2148,2022-04-10 19:41:05,125,T201R12,REALTIME
2913644,14827,2022-04-10 19:42:08,8,T201R12,REALTIME
2910720,2146,2022-04-10 19:41:46,106,T201R12,REALTIME
2910720,2144,2022-04-10 19:42:47,107,T201R12,REALTIME
2910720,2142,2022-04-10 19:44:22,142,T201R12,REALTIME
2913644,14821,2022-04-10 19:45:35,95,T201R12,REALTIME
2913644,14819,2022-04-10 19:46:20,80,T201R12,REALTIME
2910720,2140,2022-04-10 19:46:04,124,T201R12,REALTIME
2913644,14818,2022-04-10 19:47:34,94,T201R12,REALTIME
2913644,14815,2022-04-10 19:48:50,110,T201R12,REALTIME
2910720,2138,2022-04-10 19:49:54,174,T201R12,REALTIME
2913644,14547,2022-04-10 19:49:24,84,T201R12,REALTIME
2910720,2001,2022-04-10 19:50:37,97,T201R12,REALTIME
2913644,14546,2022-04-10 19:51:56,116,T201R12,REALTIME
2910720,2005,2022-04-10 19:53:00,60,T201R12,REALTIME
2910720,2007,2022-04-10 19:53:39,39,T201R12,REALTIME
2913644,14540,2022-04-10 19:54:55,175,T201R12,REALTIME
2910720,2009,2022-04-10 19:54:36,36,T201R12,REALTIME
2913644,14538,2022-04-10 19:55:49,169,T201R12,REALTIME
2910720,2011,2022-04-10 19:56:17,17,T201R12,REALTIME
2913644,14536,2022-04-10 19:57:27,147,T201R12,REALTIME
2910720,2015,2022-04-10 19:59:36,96,T201R12,REALTIME
2915461,14825,2022-04-10 19:59:04,4,T201R12,REALTIME
2913644,2150,2022-04-10 20:00:44,164,T201R12,REALTIME
2910720,2017,2022-04-10 20:00:14,74,T201R12,REALTIME
2913644,2148,2022-04-10 20:01:08,128,T201R12,REALTIME
2910720,2019,2022-04-10 20:01:52,52,T201R12,REALTIME
2915461,14827,2022-04-10 20:02:12,12,T201R12,REALTIME
2913644,2146,2022-04-10 20:02:06,126,T201R12,REALTIME
2913644,2144,2022-04-10 20:03:08,128,T201R12,REALTIME
2910720,2021,2022-04-10 20:03:05,5,T201R12,REALTIME
2913644,2142,2022-04-10 20:04:21,141,T201R12,REALTIME
2910720,2023,2022-04-10 20:04:44,44,T201R12,REALTIME
2915461,14821,2022-04-10 20:05:32,92,T201R12,REALTIME
2915461,14819,2022-04-10 20:05:34,34,T201R12,REALTIME
2910720,2025,2022-04-10 20:06:22,22,T201R12,REALTIME
2913644,2140,2022-04-10 20:06:12,132,T201R12,REALTIME
2915461,14818,2022-04-10 20:06:43,43,T201R12,REALTIME
2910720,2027,2022-04-10 20:07:43,-16,T201R12,REALTIME
2915461,14815,2022-04-10 20:07:58,58,T201R12,REALTIME
2915461,14547,2022-04-10 20:08:35,35,T201R12,REALTIME
2913644,2138,2022-04-10 20:09:56,176,T201R12,REALTIME
2913644,2001,2022-04-10 20:10:06,66,T201R12,REALTIME
2910720,2029,2022-04-10 20:09:00,None,T201R12,SCHEDULED
2915461,14546,2022-04-10 20:10:15,15,T201R12,REALTIME
2910720,2031,2022-04-10 20:10:00,None,T201R12,SCHEDULED
2910720,2033,2022-04-10 20:11:05,5,T201R12,REALTIME
2915461,14540,2022-04-10 20:12:21,21,T201R12,REALTIME
2913644,2005,2022-04-10 20:12:00,None,T201R12,SCHEDULED
2913644,2007,2022-04-10 20:12:39,-20,T201R12,REALTIME
2910720,2035,2022-04-10 20:13:00,None,T201R12,SCHEDULED
2915461,14538,2022-04-10 20:13:23,23,T201R12,REALTIME
2913644,2009,2022-04-10 20:14:00,None,T201R12,SCHEDULED
