trip,stop,timestamp,delay,variant,status
2914569,2022,2022-04-10 22:37:08,8,T202R12,REALTIME
2914569,2020,2022-04-10 22:38:16,16,T202R12,REALTIME
2916741,14539,2022-04-10 22:38:03,3,T202R12,REALTIME
2914569,2018,2022-04-10 22:40:19,19,T202R12,REALTIME
2916741,14545,2022-04-10 22:40:48,48,T202R12,REALTIME
2914569,2016,2022-04-10 22:41:06,6,T202R12,REALTIME
2916741,14587,2022-04-10 22:42:08,68,T202R12,REALTIME
2914569,2014,2022-04-10 22:43:04,4,T202R12,REALTIME
2916741,14816,2022-04-10 22:42:52,52,T202R12,REALTIME
2916741,14817,2022-04-10 22:43:39,39,T202R12,REALTIME
2914569,2012,2022-04-10 22:44:54,54,T202R12,REALTIME
2916741,14820,2022-04-10 22:44:34,34,T202R12,REALTIME
2914569,2010,2022-04-10 22:45:08,8,T202R12,REALTIME
2914569,2008,2022-04-10 22:45:49,-10,T202R12,REALTIME
2916741,14822,2022-04-10 22:46:36,96,T202R12,REALTIME
2914569,2006,2022-04-10 22:47:29,29,T202R12,REALTIME
2916741,14829,2022-04-10 22:48:06,6,T202R12,REALTIME
2914569,2002,2022-04-10 22:49:35,35,T202R12,REALTIME
2916741,14825,2022-04-10 22:51:00,None,T202R12,SCHEDULED
2914569,2137,2022-04-10 22:52:22,82,T202R12,REALTIME
2914569,2139,2022-04-10 22:54:22,82,T202R12,REALTIME
2914569,2141,2022-04-10 22:55:20,80,T202R12,REALTIME
2914569,2143,2022-04-10 22:56:07,67,T202R12,REALTIME
2914569,2145,2022-04-10 22:57:03,63,T202R12,REALTIME
2914569,2147,2022-04-10 22:58:38,98,T202R12,REALTIME
2914569,2149,2022-04-10 22:59:49,49,T202R12,REALTIME
2914569,14535,2022-04-10 23:02:57,57,T202R12,REALTIME
2914569,14537,2022-04-10 23:03:53,53,T202R12,REALTIME
2914569,14539,2022-04-10 23:07:34,154,T202R12,REALTIME
2914569,14545,2022-04-10 23:09:28,148,T202R12,REALTIME
2914569,14587,2022-04-10 23:10:31,151,T202R12,REALTIME
2914569,14816,2022-04-10 23:11:08,128,T202R12,REALTIME
2914569,14817,2022-04-10 23:11:26,86,T202R12,REALTIME
2914569,14820,2022-04-10 23:12:47,107,T202R12,REALTIME
2914569,14822,2022-04-10 23:14:03,123,T202R12,REALTIME
2914569,14829,2022-04-10 23:16:26,86,T202R12,REALTIME
2914569,14825,2022-04-10 23:34:04,964,T202R12,REALTIME
