trip,stopId,stopName,timestamp,delay,variant,status
3274634,14547,Migowo,2022-04-23 07:48:16,16,T201R12,REALTIME
3269202,2138,Hucisko,2022-04-23 07:48:57,117,T201R12,REALTIME
3259734,2027,Wojska Polskiego,2022-04-23 07:48:00,None,T201R12,SCHEDULED
3269202,2001,Dworzec Główny,2022-04-23 07:48:47,-12,T201R12,REALTIME
3259734,2029,Zamenhofa,2022-04-23 07:49:00,None,T201R12,SCHEDULED
3259734,2031,Zajezdnia,2022-04-23 07:50:00,None,T201R12,SCHEDULED
3274634,14546,Budapesztańska,2022-04-23 07:50:00,None,T201R12,SCHEDULED
3259734,2033,Strzyża PKM,2022-04-23 07:51:00,None,T201R12,SCHEDULED
3269202,2005,Brama Oliwska,2022-04-23 07:52:00,None,T201R12,SCHEDULED
3274634,14540,Warneńska,2022-04-23 07:52:00,None,T201R12,SCHEDULED
3274634,14538,Belgradzka,2022-04-23 07:52:56,-3,T201R12,REALTIME
3269202,2007,Chodowieckiego,2022-04-23 07:52:46,-13,T201R12,REALTIME
3259734,2035,Uniwersytet Gdański,2022-04-23 07:53:00,None,T201R12,SCHEDULED
3269202,2009,Uniwersytet Medyczny,2022-04-23 07:53:38,-21,T201R12,REALTIME
3259734,2037,Bażyńskiego,2022-04-23 07:54:00,None,T201R12,SCHEDULED
3259734,2039,Tetmajera,2022-04-23 07:55:00,None,T201R12,SCHEDULED
3274634,14536,Piekarnicza,2022-04-23 07:55:00,None,T201R12,SCHEDULED
3269202,2011,Traugutta,2022-04-23 07:56:00,None,T201R12,SCHEDULED
3259734,2041,Derdowskiego,2022-04-23 07:56:00,None,T201R12,SCHEDULED
3259734,2043,Obrońców Westerplatte,2022-04-23 07:57:00,None,T201R12,SCHEDULED
3269202,2015,Opera Bałtycka,2022-04-23 07:58:40,40,T201R12,REALTIME
3269202,2017,Politechnika,2022-04-23 07:58:36,-23,T201R12,REALTIME
3274634,2150,Siedlce,2022-04-23 07:58:56,56,T201R12,REALTIME
3259734,202,Oliwa,2022-04-23 07:59:00,None,T201R12,SCHEDULED
3274634,2148,Skrajna,2022-04-23 07:59:48,48,T201R12,REALTIME
3272158,14825,Lawendowe Wzgórze,2022-04-23 07:59:21,21,T201R12,REALTIME
3274634,2146,Zakopiańska,2022-04-23 08:01:01,61,T201R12,REALTIME
3269202,2019,Miszewskiego,2022-04-23 08:00:42,-18,T201R12,REALTIME
3272158,14827,Ujeścisko,2022-04-23 08:02:28,28,T201R12,REALTIME
3274634,2144,Ciasna,2022-04-23 08:02:07,67,T201R12,REALTIME
3274634,2142,Paska,2022-04-23 08:02:56,56,T201R12,REALTIME
3269202,2021,Jaśkowa Dolina,2022-04-23 08:02:51,-8,T201R12,REALTIME
3269202,2023,Klonowa,2022-04-23 08:04:10,10,T201R12,REALTIME
3274634,2140,Powstańców Warszawskich,2022-04-23 08:04:38,38,T201R12,REALTIME
3272158,14821,Zabornia,2022-04-23 08:05:41,101,T201R12,REALTIME
3272158,14819,Stolema,2022-04-23 08:05:57,57,T201R12,REALTIME
3269202,2025,Galeria Bałtycka,2022-04-23 08:06:43,43,T201R12,REALTIME
3272158,14818,Łabędzia,2022-04-23 08:07:16,76,T201R12,REALTIME
3274634,2138,Hucisko,2022-04-23 08:08:04,64,T201R12,REALTIME
3269202,2027,Wojska Polskiego,2022-04-23 08:07:49,-10,T201R12,REALTIME
3272158,14815,Królewskie Wzgórze,2022-04-23 08:08:39,99,T201R12,REALTIME
3269202,2029,Zamenhofa,2022-04-23 08:08:42,-17,T201R12,REALTIME
3272158,14547,Migowo,2022-04-23 08:09:51,111,T201R12,REALTIME
3274634,2001,Dworzec Główny,2022-04-23 08:09:40,40,T201R12,REALTIME
3272158,14546,Budapesztańska,2022-04-23 08:11:28,88,T201R12,REALTIME
3269202,2031,Zajezdnia,2022-04-23 08:11:22,82,T201R12,REALTIME
3274634,2005,Brama Oliwska,2022-04-23 08:12:01,1,T201R12,REALTIME
3269202,2033,Strzyża PKM,2022-04-23 08:11:57,57,T201R12,REALTIME
3274634,2007,Chodowieckiego,2022-04-23 08:13:35,35,T201R12,REALTIME
3272158,14540,Warneńska,2022-04-23 08:14:23,143,T201R12,REALTIME
3272158,14538,Belgradzka,2022-04-23 08:14:04,64,T201R12,REALTIME
3274634,2009,Uniwersytet Medyczny,2022-04-23 08:14:23,23,T201R12,REALTIME
3269202,2035,Uniwersytet Gdański,2022-04-23 08:14:30,90,T201R12,REALTIME
3269202,2037,Bażyńskiego,2022-04-23 08:15:22,82,T201R12,REALTIME
3272158,14536,Piekarnicza,2022-04-23 08:15:30,30,T201R12,REALTIME
3274634,2011,Traugutta,2022-04-23 08:16:11,11,T201R12,REALTIME
3269202,2039,Tetmajera,2022-04-23 08:16:15,75,T201R12,REALTIME
3269202,2041,Derdowskiego,2022-04-23 08:17:25,85,T201R12,REALTIME
3274634,2015,Opera Bałtycka,2022-04-23 08:19:33,93,T201R12,REALTIME
3269202,2043,Obrońców Westerplatte,2022-04-23 08:18:45,105,T201R12,REALTIME
3273602,14825,Lawendowe Wzgórze,2022-04-23 08:19:00,0,T201R12,REALTIME
3272158,2150,Siedlce,2022-04-23 08:18:59,59,T201R12,REALTIME
3274634,2017,Politechnika,2022-04-23 08:19:38,38,T201R12,REALTIME
3269202,202,Oliwa,2022-04-23 08:40:00,1260,T201R12,REALTIME
3272158,2148,Skrajna,2022-04-23 08:20:17,77,T201R12,REALTIME
3274634,2019,Miszewskiego,2022-04-23 08:21:36,36,T201R12,REALTIME
3273602,14827,Ujeścisko,2022-04-23 08:22:29,29,T201R12,REALTIME
3272158,2146,Zakopiańska,2022-04-23 08:21:47,107,T201R12,REALTIME
3272158,2144,Ciasna,2022-04-23 08:23:03,123,T201R12,REALTIME
3274634,2021,Jaśkowa Dolina,2022-04-23 08:23:00,None,T201R12,SCHEDULED
3272158,2142,Paska,2022-04-23 08:24:01,121,T201R12,REALTIME
3274634,2023,Klonowa,2022-04-23 08:24:54,54,T201R12,REALTIME
3273602,14821,Zabornia,2022-04-23 08:24:47,47,T201R12,REALTIME
3273602,14819,Stolema,2022-04-23 08:25:47,47,T201R12,REALTIME
3272158,2140,Powstańców Warszawskich,2022-04-23 08:26:30,150,T201R12,REALTIME
3274634,2025,Galeria Bałtycka,2022-04-23 08:26:42,42,T201R12,REALTIME
3273602,14818,Łabędzia,2022-04-23 08:26:14,14,T201R12,REALTIME
3273602,14815,Królewskie Wzgórze,2022-04-23 08:27:31,31,T201R12,REALTIME
3273602,14547,Migowo,2022-04-23 08:28:32,32,T201R12,REALTIME
3274634,2027,Wojska Polskiego,2022-04-23 08:28:00,None,T201R12,SCHEDULED
3274634,2029,Zamenhofa,2022-04-23 08:28:34,-25,T201R12,REALTIME
3272158,2138,Hucisko,2022-04-23 08:29:46,166,T201R12,REALTIME
3272158,2001,Dworzec Główny,2022-04-23 08:30:31,91,T201R12,REALTIME
3274634,2031,Zajezdnia,2022-04-23 08:30:33,33,T201R12,REALTIME
