trip,stopId,stopName,timestamp,delay,variant,status
2938142,2130,2022-04-11 21:28:35,-24,T302R8,REALTIME
2943794,2130,2022-04-11 22:30:00,None,T302R8,SCHEDULED
2938142,2128,2022-04-11 21:30:07,-52,T302R8,REALTIME
2943794,2128,2022-04-11 22:32:00,None,T302R8,SCHEDULED
2938142,2126,2022-04-11 21:31:02,-57,T302R8,REALTIME
2943794,2126,2022-04-11 22:33:00,None,T302R8,SCHEDULED
2938142,2124,2022-04-11 21:31:44,-75,T302R8,REALTIME
2943794,2124,2022-04-11 22:34:00,None,T302R8,SCHEDULED
2938142,2122,2022-04-11 21:33:19,-100,T302R8,REALTIME
2943794,2122,2022-04-11 22:36:00,None,T302R8,SCHEDULED
2938142,2120,2022-04-11 21:34:07,-112,T302R8,REALTIME
2943794,2120,2022-04-11 22:37:00,None,T302R8,SCHEDULED
2938142,2118,2022-04-11 21:34:53,-126,T302R8,REALTIME
2943794,2118,2022-04-11 22:38:00,None,T302R8,SCHEDULED
2938142,2116,2022-04-11 21:36:47,-132,T302R8,REALTIME
2943794,2116,2022-04-11 22:40:00,None,T302R8,SCHEDULED
2938142,2114,2022-04-11 21:38:35,-144,T302R8,REALTIME
2943794,2114,2022-04-11 22:42:00,None,T302R8,SCHEDULED
2938142,2110,2022-04-11 21:39:44,-195,T302R8,REALTIME
2943794,2110,2022-04-11 22:43:00,None,T302R8,SCHEDULED
2938142,2108,2022-04-11 21:41:04,-175,T302R8,REALTIME
2943794,2108,2022-04-11 22:44:00,None,T302R8,SCHEDULED
2938142,2106,2022-04-11 21:41:47,-192,T302R8,REALTIME
2943794,2106,2022-04-11 22:45:00,None,T302R8,SCHEDULED
2938142,2104,2022-04-11 21:43:58,-181,T302R8,REALTIME
2943794,2104,2022-04-11 22:47:00,None,T302R8,SCHEDULED
2938142,2102,2022-04-11 21:45:05,-234,T302R8,REALTIME
2943794,2102,2022-04-11 22:49:00,None,T302R8,SCHEDULED
2938142,2001,2022-04-11 21:47:03,-236,T302R8,REALTIME
2938142,2061,2022-04-11 21:50:20,-219,T302R8,REALTIME
2943794,2061,2022-04-11 22:54:00,None,T302R8,SCHEDULED
2935633,2063,2022-04-11 21:29:07,7,T302R8,REALTIME
2938880,2063,2022-04-11 22:26:00,None,T302R8,SCHEDULED
2935633,2065,2022-04-11 21:30:41,-18,T302R8,REALTIME
2938880,2065,2022-04-11 22:28:00,None,T302R8,SCHEDULED
2935633,2067,2022-04-11 21:31:28,-31,T302R8,REALTIME
2938880,2067,2022-04-11 22:29:00,None,T302R8,SCHEDULED
2935633,2069,2022-04-11 21:32:39,-20,T302R8,REALTIME
2938880,2069,2022-04-11 22:30:00,None,T302R8,SCHEDULED
2935633,2071,2022-04-11 21:34:03,-56,T302R8,REALTIME
2938880,2071,2022-04-11 22:32:00,None,T302R8,SCHEDULED
2935633,2073,2022-04-11 21:34:40,-79,T302R8,REALTIME
2938880,2073,2022-04-11 22:33:00,None,T302R8,SCHEDULED
2935633,2075,2022-04-11 21:36:47,-72,T302R8,REALTIME
2938880,2075,2022-04-11 22:35:00,None,T302R8,SCHEDULED
2935633,2077,2022-04-11 21:38:44,-75,T302R8,REALTIME
