trip,stop,timestamp,delay,variant,status
2919263,201,2022-04-11 04:30:00,None,T21R8,SCHEDULED
2919263,2058,2022-04-11 04:32:00,None,T21R8,SCHEDULED
2919263,2056,2022-04-11 04:34:00,None,T21R8,SCHEDULED
2919263,2100,2022-04-11 04:35:00,None,T21R8,SCHEDULED
2919263,2098,2022-04-11 04:36:00,None,T21R8,SCHEDULED
2919263,2096,2022-04-11 04:38:00,None,T21R8,SCHEDULED
2919263,2094,2022-04-11 04:39:00,None,T21R8,SCHEDULED
2919263,2092,2022-04-11 04:41:00,None,T21R8,SCHEDULED
2919263,2090,2022-04-11 04:43:00,None,T21R8,SCHEDULED
2919263,2088,2022-04-11 04:44:00,None,T21R8,SCHEDULED
2919263,2086,2022-04-11 04:45:00,None,T21R8,SCHEDULED
2943791,201,2022-04-11 18:30:12,12,T21R8,REALTIME
2943791,2058,2022-04-11 18:32:41,41,T21R8,REALTIME
2943791,2056,2022-04-11 18:34:00,None,T21R8,SCHEDULED
2943791,2100,2022-04-11 18:35:00,None,T21R8,SCHEDULED
2943791,2098,2022-04-11 18:36:12,12,T21R8,REALTIME
2943791,2096,2022-04-11 18:37:58,-1,T21R8,REALTIME
2943791,2094,2022-04-11 18:40:02,62,T21R8,REALTIME
2943791,2092,2022-04-11 18:41:16,16,T21R8,REALTIME
2943791,2090,2022-04-11 18:42:51,-8,T21R8,REALTIME
2943791,2088,2022-04-11 18:44:00,None,T21R8,SCHEDULED
2943791,2086,2022-04-11 18:45:15,15,T21R8,REALTIME
2943791,2084,2022-04-11 18:46:00,0,T21R8,REALTIME
2943791,2082,2022-04-11 18:47:02,2,T21R8,REALTIME
2943791,2080,2022-04-11 18:48:17,17,T21R8,REALTIME
2933321,201,2022-04-11 18:50:12,12,T21R8,REALTIME
2943791,2078,2022-04-11 18:49:44,-16,T21R8,REALTIME
2933321,2058,2022-04-11 18:51:54,-5,T21R8,REALTIME
2943791,2076,2022-04-11 18:53:38,38,T21R8,REALTIME
2933321,2002,2022-04-11 19:26:31,31,T21R8,REALTIME
2933321,2056,2022-04-11 18:53:54,-6,T21R8,REALTIME
2943791,2074,2022-04-11 18:54:33,33,T21R8,REALTIME
2933321,2100,2022-04-11 18:55:14,14,T21R8,REALTIME
2943791,2072,2022-04-11 18:56:49,49,T21R8,REALTIME
2933321,2098,2022-04-11 18:57:06,66,T21R8,REALTIME
2943791,2070,2022-04-11 18:56:52,-7,T21R8,REALTIME
2933321,2096,2022-04-11 18:58:01,1,T21R8,REALTIME
2933321,2094,2022-04-11 19:00:01,61,T21R8,REALTIME
2943791,2068,2022-04-11 18:59:00,None,T21R8,SCHEDULED
2943791,2066,2022-04-11 19:00:13,13,T21R8,REALTIME
2933321,2092,2022-04-11 19:01:21,21,T21R8,REALTIME
2943791,2064,2022-04-11 19:01:58,-1,T21R8,REALTIME
2933321,2090,2022-04-11 19:02:52,-7,T21R8,REALTIME
2943791,2062,2022-04-11 19:04:54,54,T21R8,REALTIME
2933321,2088,2022-04-11 19:04:00,None,T21R8,SCHEDULED
2933321,2086,2022-04-11 19:05:00,None,T21R8,SCHEDULED
2933321,2084,2022-04-11 19:06:00,None,T21R8,SCHEDULED
2943791,2002,2022-04-11 19:06:00,None,T21R8,SCHEDULED
2933321,2082,2022-04-11 19:07:01,1,T21R8,REALTIME
2933321,2080,2022-04-11 19:07:44,-15,T21R8,REALTIME
2943791,2101,2022-04-11 19:09:00,None,T21R8,SCHEDULED
