id,code,service,usedInTrip,brand,model,productionYear,floorHeight,passengersDoors
145757,1067,008-12,3034354,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopod³ogowy,12
444,1038,008-06,3028556,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopod³ogowy,6
