trip,stop,timestamp,delay,variant,status
2911407,2130,2022-04-10 19:24:00,None,T302R8,SCHEDULED
2911407,2128,2022-04-10 19:26:00,None,T302R8,SCHEDULED
2911407,2126,2022-04-10 19:26:55,-4,T302R8,REALTIME
2911407,2124,2022-04-10 19:27:49,-10,T302R8,REALTIME
2911407,2122,2022-04-10 19:30:26,26,T302R8,REALTIME
2911407,2120,2022-04-10 19:31:08,8,T302R8,REALTIME
2911407,2118,2022-04-10 19:31:57,-2,T302R8,REALTIME
2911407,2116,2022-04-10 19:34:34,34,T302R8,REALTIME
2911407,2114,2022-04-10 19:36:08,8,T302R8,REALTIME
2911407,2110,2022-04-10 19:37:58,-1,T302R8,REALTIME
2911407,2108,2022-04-10 19:39:00,None,T302R8,SCHEDULED
2911407,2106,2022-04-10 19:40:18,18,T302R8,REALTIME
2911407,2104,2022-04-10 19:42:54,54,T302R8,REALTIME
2912154,2130,2022-04-10 19:44:00,None,T302R8,SCHEDULED
2911407,2102,2022-04-10 19:44:00,None,T302R8,SCHEDULED
2912154,2128,2022-04-10 19:46:00,None,T302R8,SCHEDULED
2911407,2001,2022-04-10 19:46:20,20,T302R8,REALTIME
2912154,2126,2022-04-10 19:47:16,16,T302R8,REALTIME
2912154,2124,2022-04-10 19:48:35,35,T302R8,REALTIME
2911407,2061,2022-04-10 19:49:00,None,T302R8,SCHEDULED
2912154,2122,2022-04-10 19:50:00,None,T302R8,SCHEDULED
2912154,2120,2022-04-10 19:51:07,7,T302R8,REALTIME
2911407,2063,2022-04-10 19:51:00,None,T302R8,SCHEDULED
2912154,2118,2022-04-10 19:51:59,0,T302R8,REALTIME
2911407,2065,2022-04-10 19:52:33,-26,T302R8,REALTIME
2912154,2116,2022-04-10 19:54:40,40,T302R8,REALTIME
2911407,2067,2022-04-10 19:54:00,None,T302R8,SCHEDULED
2911407,2069,2022-04-10 19:55:14,14,T302R8,REALTIME
2912154,2114,2022-04-10 19:56:22,22,T302R8,REALTIME
